"championid","teamposition","item","pick_count"
22,"JUNGLE",3032,5
22,"JUNGLE",1037,4
22,"JUNGLE",1038,4
22,"JUNGLE",2022,4
22,"JUNGLE",1053,3
22,"JUNGLE",3073,3
22,"JUNGLE",3118,3
22,"JUNGLE",1036,3
22,"JUNGLE",3033,3
22,"JUNGLE",1028,2
22,"JUNGLE",3050,2
22,"JUNGLE",1043,2
22,"JUNGLE",4005,2
22,"JUNGLE",6690,2
22,"JUNGLE",3302,2
22,"JUNGLE",1029,2
22,"JUNGLE",3108,2
22,"JUNGLE",3144,2
22,"JUNGLE",6673,2
22,"JUNGLE",3047,1
22,"JUNGLE",1033,1
22,"JUNGLE",2021,1
22,"JUNGLE",3072,1
22,"JUNGLE",3097,1
22,"JUNGLE",3802,1
22,"JUNGLE",3181,1
22,"JUNGLE",2523,1
22,"JUNGLE",2019,1
22,"JUNGLE",1052,1
22,"JUNGLE",3179,1
22,"JUNGLE",2003,1
22,"JUNGLE",3142,1
22,"JUNGLE",2010,1
22,"JUNGLE",4630,1
22,"JUNGLE",3067,1
22,"JUNGLE",2055,1
22,"MIDDLE",3363,949
22,"MIDDLE",3171,784
22,"MIDDLE",3042,574
22,"MIDDLE",6696,455
22,"MIDDLE",3118,399
22,"MIDDLE",3172,297
22,"MIDDLE",1055,274
22,"MIDDLE",3340,238
22,"MIDDLE",1036,197
22,"MIDDLE",6672,188
22,"MIDDLE",3046,171
22,"MIDDLE",2503,151
22,"MIDDLE",3123,115
22,"MIDDLE",3133,110
22,"MIDDLE",3031,108
22,"MIDDLE",4646,106
22,"MIDDLE",3153,86
22,"MIDDLE",6695,77
22,"MIDDLE",4005,74
22,"MIDDLE",2523,73
22,"MIDDLE",1037,70
22,"MIDDLE",1086,67
22,"MIDDLE",6694,67
22,"MIDDLE",2022,67
22,"MIDDLE",3071,66
22,"MIDDLE",2512,66
22,"MIDDLE",6653,65
22,"MIDDLE",2031,61
22,"MIDDLE",3070,60
22,"MIDDLE",1018,59
22,"MIDDLE",1052,58
22,"MIDDLE",3170,58
22,"MIDDLE",3134,57
22,"MIDDLE",1038,56
22,"MIDDLE",1058,55
22,"MIDDLE",2055,52
22,"MIDDLE",4628,52
22,"MIDDLE",3814,50
22,"MIDDLE",3108,49
22,"MIDDLE",3802,47
22,"MIDDLE",3085,47
22,"MIDDLE",6609,46
22,"MIDDLE",6697,46
22,"MIDDLE",3033,45
22,"MIDDLE",3032,41
22,"MIDDLE",3364,40
22,"MIDDLE",3035,38
22,"MIDDLE",1083,37
22,"MIDDLE",2508,34
22,"MIDDLE",3036,31
22,"MIDDLE",3145,30
22,"MIDDLE",1042,30
22,"MIDDLE",3073,29
22,"MIDDLE",3044,28
22,"MIDDLE",3175,27
22,"MIDDLE",3916,26
22,"MIDDLE",6699,25
22,"MIDDLE",3173,25
22,"MIDDLE",2021,25
22,"MIDDLE",1043,24
22,"MIDDLE",2517,24
22,"MIDDLE",3086,24
22,"MIDDLE",3091,24
22,"MIDDLE",6655,24
22,"MIDDLE",3087,23
22,"MIDDLE",1056,23
22,"MIDDLE",3508,23
22,"MIDDLE",3072,23
22,"MIDDLE",1026,22
22,"MIDDLE",3142,21
22,"MIDDLE",1053,20
22,"MIDDLE",3067,20
22,"MIDDLE",6670,18
22,"MIDDLE",2524,18
22,"MIDDLE",1028,17
22,"MIDDLE",1082,17
22,"MIDDLE",4645,17
22,"MIDDLE",6676,16
22,"MIDDLE",3089,16
22,"MIDDLE",6673,16
22,"MIDDLE",2020,14
22,"MIDDLE",3179,14
22,"MIDDLE",3097,13
22,"MIDDLE",3144,13
22,"MIDDLE",3113,13
22,"MIDDLE",3174,13
22,"MIDDLE",3161,12
22,"MIDDLE",3157,11
22,"MIDDLE",3004,11
22,"MIDDLE",3156,11
22,"MIDDLE",3026,10
22,"MIDDLE",6690,10
22,"MIDDLE",3302,10
22,"MIDDLE",3147,9
22,"MIDDLE",3040,9
22,"MIDDLE",3078,9
22,"MIDDLE",1057,9
22,"MIDDLE",3051,9
22,"MIDDLE",2520,8
22,"MIDDLE",1033,7
22,"MIDDLE",3168,7
22,"MIDDLE",1001,7
22,"MIDDLE",4642,7
22,"MIDDLE",3137,6
22,"MIDDLE",3041,6
22,"MIDDLE",3124,6
22,"MIDDLE",3165,6
22,"MIDDLE",3155,6
22,"MIDDLE",4629,5
22,"MIDDLE",3143,5
22,"MIDDLE",3082,5
22,"MIDDLE",2420,5
22,"MIDDLE",3116,4
22,"MIDDLE",2504,4
22,"MIDDLE",3140,4
22,"MIDDLE",3139,4
22,"MIDDLE",6692,3
22,"MIDDLE",2019,3
22,"MIDDLE",1029,3
22,"MIDDLE",4630,3
22,"MIDDLE",1011,3
22,"MIDDLE",3146,2
22,"MIDDLE",3102,2
22,"MIDDLE",3094,2
22,"MIDDLE",1027,2
22,"MIDDLE",2003,2
22,"MIDDLE",2421,2
22,"MIDDLE",3006,2
22,"MIDDLE",6675,2
22,"MIDDLE",1054,2
22,"MIDDLE",1031,2
22,"MIDDLE",6662,1
22,"MIDDLE",2510,1
22,"MIDDLE",6610,1
22,"MIDDLE",4632,1
22,"MIDDLE",3050,1
22,"MIDDLE",3110,1
22,"MIDDLE",3003,1
22,"MIDDLE",3107,1
22,"MIDDLE",3077,1
22,"MIDDLE",3190,1
22,"MIDDLE",1120,1
22,"MIDDLE",3211,1
22,"MIDDLE",2065,1
22,"MIDDLE",6617,1
22,"MIDDLE",3748,1
22,"MIDDLE",3076,1
22,"MIDDLE",4401,1
22,"MIDDLE",6631,1
22,"MIDDLE",2522,1
22,"MIDDLE",3057,1
22,"MIDDLE",3135,1
22,"MIDDLE",6701,1
22,"TOP",3363,759
22,"TOP",3006,677
22,"TOP",6672,459
22,"TOP",3046,452
22,"TOP",3340,381
22,"TOP",3153,379
22,"TOP",1055,332
22,"TOP",3031,245
22,"TOP",3158,223
22,"TOP",3009,191
22,"TOP",3042,169
22,"TOP",3085,161
22,"TOP",6696,149
22,"TOP",1036,148
22,"TOP",1018,131
22,"TOP",1086,117
22,"TOP",3118,116
22,"TOP",1042,109
22,"TOP",1037,100
22,"TOP",2523,100
22,"TOP",1038,99
22,"TOP",3036,97
22,"TOP",3123,96
22,"TOP",3033,89
22,"TOP",3032,79
22,"TOP",3097,76
22,"TOP",3086,75
22,"TOP",2512,72
22,"TOP",3071,70
22,"TOP",3035,69
22,"TOP",3070,64
22,"TOP",2031,64
22,"TOP",3072,51
22,"TOP",1043,50
22,"TOP",2055,46
22,"TOP",3133,45
22,"TOP",1053,43
22,"TOP",3364,40
22,"TOP",3144,40
22,"TOP",3091,40
22,"TOP",3078,38
22,"TOP",6695,36
22,"TOP",3073,35
22,"TOP",3047,32
22,"TOP",6670,32
22,"TOP",6609,31
22,"TOP",4005,27
22,"TOP",2022,26
22,"TOP",3051,25
22,"TOP",3134,25
22,"TOP",3802,23
22,"TOP",6694,23
22,"TOP",3814,23
22,"TOP",3302,22
22,"TOP",1052,20
22,"TOP",3508,20
22,"TOP",1083,20
22,"TOP",2524,20
22,"TOP",2503,20
22,"TOP",3087,19
22,"TOP",6690,19
22,"TOP",6653,17
22,"TOP",1028,16
22,"TOP",6673,15
22,"TOP",6697,15
22,"TOP",3108,15
22,"TOP",3142,14
22,"TOP",3044,14
22,"TOP",3179,14
22,"TOP",3008,13
22,"TOP",3067,13
22,"TOP",2508,13
22,"TOP",3143,13
22,"TOP",3111,12
22,"TOP",3020,12
22,"TOP",2020,12
22,"TOP",4646,12
22,"TOP",4628,12
22,"TOP",1029,11
22,"TOP",3026,11
22,"TOP",3140,10
22,"TOP",3139,10
22,"TOP",2019,9
22,"TOP",3155,9
22,"TOP",1057,9
22,"TOP",2504,9
22,"TOP",1058,8
22,"TOP",3082,7
22,"TOP",1001,7
22,"TOP",6699,7
22,"TOP",3156,7
22,"TOP",2021,7
22,"TOP",6655,7
22,"TOP",3181,6
22,"TOP",1011,6
22,"TOP",3124,6
22,"TOP",3748,6
22,"TOP",3094,5
22,"TOP",1031,5
22,"TOP",6662,5
22,"TOP",3066,5
22,"TOP",1026,5
22,"TOP",3916,5
22,"TOP",6665,5
22,"TOP",1033,5
22,"TOP",3145,4
22,"TOP",6620,4
22,"TOP",3161,4
22,"TOP",4642,4
22,"TOP",3742,4
22,"TOP",3211,4
22,"TOP",2530,4
22,"TOP",3004,3
22,"TOP",4645,3
22,"TOP",3050,3
22,"TOP",2520,2
22,"TOP",3157,2
22,"TOP",2517,2
22,"TOP",3084,2
22,"TOP",1056,2
22,"TOP",1120,2
22,"TOP",1082,2
22,"TOP",8010,2
22,"TOP",3113,2
22,"TOP",2421,2
22,"TOP",3077,2
22,"TOP",3041,2
22,"TOP",4401,2
22,"TOP",3110,2
22,"TOP",6675,2
22,"TOP",1054,2
22,"TOP",3040,2
22,"TOP",1027,2
22,"TOP",6676,2
22,"TOP",6610,1
22,"TOP",2501,1
22,"TOP",3074,1
22,"TOP",3147,1
22,"TOP",3115,1
22,"TOP",2422,1
22,"TOP",2420,1
22,"TOP",4632,1
22,"TOP",3877,1
22,"TOP",4629,1
22,"TOP",2003,1
22,"TOP",2010,1
22,"TOP",3076,1
22,"TOP",3137,1
22,"TOP",3102,1
22,"TOP",3172,1
22,"TOP",3089,1
22,"TOP",2065,1
22,"TOP",3109,1
22,"TOP",2526,1
22,"UTILITY",3364,12880
22,"UTILITY",3158,11399
22,"UTILITY",4005,6642
22,"UTILITY",3871,5327
22,"UTILITY",2524,4943
22,"UTILITY",3118,4351
22,"UTILITY",6696,4026
22,"UTILITY",3877,3866
22,"UTILITY",3876,3003
22,"UTILITY",3179,2453
22,"UTILITY",3123,2301
22,"UTILITY",3133,1519
22,"UTILITY",2530,1443
22,"UTILITY",2022,1353
22,"UTILITY",3042,1180
22,"UTILITY",1036,1155
22,"UTILITY",6695,1095
22,"UTILITY",3070,1033
22,"UTILITY",6620,1014
22,"UTILITY",3009,951
22,"UTILITY",3869,917
22,"UTILITY",1052,838
22,"UTILITY",3067,777
22,"UTILITY",3802,701
22,"UTILITY",3108,698
22,"UTILITY",3134,683
22,"UTILITY",6609,654
22,"UTILITY",4642,606
22,"UTILITY",2020,424
22,"UTILITY",3071,418
22,"UTILITY",2031,394
22,"UTILITY",3916,386
22,"UTILITY",3006,370
22,"UTILITY",1026,363
22,"UTILITY",6653,342
22,"UTILITY",3814,331
22,"UTILITY",1028,307
22,"UTILITY",4646,303
22,"UTILITY",3363,271
22,"UTILITY",2508,255
22,"UTILITY",2503,243
22,"UTILITY",1037,236
22,"UTILITY",4628,226
22,"UTILITY",6672,206
22,"UTILITY",3073,199
22,"UTILITY",2512,191
22,"UTILITY",3145,188
22,"UTILITY",1029,164
22,"UTILITY",3044,149
22,"UTILITY",3114,129
22,"UTILITY",1001,129
22,"UTILITY",2021,128
22,"UTILITY",3033,126
22,"UTILITY",3165,121
22,"UTILITY",3147,121
22,"UTILITY",1033,113
22,"UTILITY",3113,112
22,"UTILITY",1011,110
22,"UTILITY",1058,102
22,"UTILITY",3047,100
22,"UTILITY",6655,97
22,"UTILITY",2065,91
22,"UTILITY",3142,91
22,"UTILITY",1004,89
22,"UTILITY",6694,87
22,"UTILITY",1042,87
22,"UTILITY",3190,87
22,"UTILITY",3222,86
22,"UTILITY",3870,83
22,"UTILITY",1027,83
22,"UTILITY",3107,82
22,"UTILITY",6699,80
22,"UTILITY",3157,80
22,"UTILITY",2422,80
22,"UTILITY",3340,79
22,"UTILITY",6697,78
22,"UTILITY",2526,77
22,"UTILITY",3153,73
22,"UTILITY",3046,72
22,"UTILITY",3111,68
22,"UTILITY",3004,67
22,"UTILITY",3144,64
22,"UTILITY",3035,59
22,"UTILITY",3020,59
22,"UTILITY",1043,55
22,"UTILITY",3050,55
22,"UTILITY",3040,54
22,"UTILITY",1018,46
22,"UTILITY",2003,45
22,"UTILITY",3086,44
22,"UTILITY",2421,43
22,"UTILITY",1082,42
22,"UTILITY",3110,41
22,"UTILITY",3089,40
22,"UTILITY",3137,39
22,"UTILITY",6690,38
22,"UTILITY",3082,37
22,"UTILITY",3085,36
22,"UTILITY",2520,34
22,"UTILITY",4632,33
22,"UTILITY",2523,33
22,"UTILITY",3116,32
22,"UTILITY",1038,29
22,"UTILITY",3066,27
22,"UTILITY",2420,27
22,"UTILITY",1057,27
22,"UTILITY",4645,27
22,"UTILITY",2525,24
22,"UTILITY",4629,23
22,"UTILITY",3508,22
22,"UTILITY",3036,22
22,"UTILITY",6617,21
22,"UTILITY",3031,20
22,"UTILITY",3143,20
22,"UTILITY",1053,19
22,"UTILITY",3102,19
22,"UTILITY",3121,18
22,"UTILITY",3051,18
22,"UTILITY",3032,18
22,"UTILITY",3109,17
22,"UTILITY",3024,16
22,"UTILITY",3156,16
22,"UTILITY",4630,15
22,"UTILITY",3041,14
22,"UTILITY",3026,13
22,"UTILITY",6676,13
22,"UTILITY",3161,12
22,"UTILITY",3097,12
22,"UTILITY",2019,12
22,"UTILITY",2010,12
22,"UTILITY",6701,12
22,"UTILITY",3002,11
22,"UTILITY",1031,10
22,"UTILITY",3091,10
22,"UTILITY",3078,10
22,"UTILITY",3742,9
22,"UTILITY",3124,9
22,"UTILITY",3087,9
22,"UTILITY",8010,9
22,"UTILITY",3155,8
22,"UTILITY",3211,8
22,"UTILITY",2504,8
22,"UTILITY",4401,7
22,"UTILITY",3140,7
22,"UTILITY",3302,7
22,"UTILITY",3003,7
22,"UTILITY",3152,7
22,"UTILITY",8020,7
22,"UTILITY",2517,7
22,"UTILITY",3504,6
22,"UTILITY",3867,6
22,"UTILITY",6673,6
22,"UTILITY",3135,6
22,"UTILITY",6692,5
22,"UTILITY",3072,5
22,"UTILITY",6675,5
22,"UTILITY",6621,4
22,"UTILITY",2510,4
22,"UTILITY",3094,4
22,"UTILITY",2140,3
22,"UTILITY",3181,3
22,"UTILITY",2152,3
22,"UTILITY",3008,3
22,"UTILITY",1120,3
22,"UTILITY",3075,3
22,"UTILITY",6616,3
22,"UTILITY",3065,3
22,"UTILITY",6333,3
22,"UTILITY",6670,3
22,"UTILITY",1055,3
22,"UTILITY",6662,2
22,"UTILITY",3139,2
22,"UTILITY",3115,2
22,"UTILITY",3748,2
22,"UTILITY",3119,1
22,"UTILITY",2139,1
22,"UTILITY",1086,1
22,"UTILITY",3053,1
22,"UTILITY",3057,1
22,"UTILITY",1006,1
22,"UTILITY",1054,1
23,"BOTTOM",3340,325
23,"BOTTOM",3031,232
23,"BOTTOM",3074,213
23,"BOTTOM",3033,210
23,"BOTTOM",1054,175
23,"BOTTOM",1036,136
23,"BOTTOM",3046,132
23,"BOTTOM",3153,122
23,"BOTTOM",2512,113
23,"BOTTOM",3364,103
23,"BOTTOM",6631,102
23,"BOTTOM",3363,99
23,"BOTTOM",1055,97
23,"BOTTOM",1037,88
23,"BOTTOM",6698,87
23,"BOTTOM",6676,82
23,"BOTTOM",1018,74
23,"BOTTOM",3036,71
23,"BOTTOM",3508,71
23,"BOTTOM",1042,58
23,"BOTTOM",1038,52
23,"BOTTOM",1053,50
23,"BOTTOM",3035,40
23,"BOTTOM",1043,39
23,"BOTTOM",2517,35
23,"BOTTOM",6672,34
23,"BOTTOM",3140,31
23,"BOTTOM",6694,30
23,"BOTTOM",3139,29
23,"BOTTOM",3123,27
23,"BOTTOM",3142,26
23,"BOTTOM",6675,25
23,"BOTTOM",3091,25
23,"BOTTOM",1086,24
23,"BOTTOM",3133,21
23,"BOTTOM",3032,21
23,"BOTTOM",6695,20
23,"BOTTOM",1033,17
23,"BOTTOM",2031,16
23,"BOTTOM",6699,14
23,"BOTTOM",3026,11
23,"BOTTOM",6333,10
23,"BOTTOM",3086,10
23,"BOTTOM",3134,8
23,"BOTTOM",3077,8
23,"BOTTOM",6670,8
23,"BOTTOM",3143,7
23,"BOTTOM",2019,7
23,"BOTTOM",1057,7
23,"BOTTOM",3156,6
23,"BOTTOM",2055,5
23,"BOTTOM",6701,5
23,"BOTTOM",6690,5
23,"BOTTOM",3144,4
23,"BOTTOM",3181,4
23,"BOTTOM",3814,4
23,"BOTTOM",2524,4
23,"BOTTOM",1029,4
23,"BOTTOM",3097,4
23,"BOTTOM",2020,3
23,"BOTTOM",2022,3
23,"BOTTOM",3072,3
23,"BOTTOM",1083,3
23,"BOTTOM",3071,2
23,"BOTTOM",3057,2
23,"BOTTOM",3073,2
23,"BOTTOM",2520,2
23,"BOTTOM",3044,2
23,"BOTTOM",2523,2
23,"BOTTOM",3179,2
23,"BOTTOM",1028,2
23,"BOTTOM",2003,1
23,"BOTTOM",6697,1
23,"BOTTOM",3087,1
23,"BOTTOM",3211,1
23,"BOTTOM",3302,1
23,"BOTTOM",4401,1
23,"BOTTOM",1120,1
23,"BOTTOM",3067,1
23,"BOTTOM",3053,1
23,"BOTTOM",3748,1
23,"BOTTOM",3155,1
23,"BOTTOM",3051,1
23,"BOTTOM",3082,1
23,"BOTTOM",3115,1
23,"JUNGLE",3364,1662
23,"JUNGLE",3006,1581
23,"JUNGLE",3031,1208
23,"JUNGLE",3046,685
23,"JUNGLE",6698,674
23,"JUNGLE",6672,642
23,"JUNGLE",3153,593
23,"JUNGLE",3036,584
23,"JUNGLE",3340,494
23,"JUNGLE",6676,396
23,"JUNGLE",1036,378
23,"JUNGLE",6675,348
23,"JUNGLE",3033,300
23,"JUNGLE",1018,272
23,"JUNGLE",3111,271
23,"JUNGLE",3508,261
23,"JUNGLE",6631,259
23,"JUNGLE",1037,247
23,"JUNGLE",3032,234
23,"JUNGLE",2512,232
23,"JUNGLE",3074,188
23,"JUNGLE",6694,183
23,"JUNGLE",1038,178
23,"JUNGLE",3035,171
23,"JUNGLE",3009,136
23,"JUNGLE",2517,134
23,"JUNGLE",6333,128
23,"JUNGLE",1042,127
23,"JUNGLE",6699,120
23,"JUNGLE",1053,107
23,"JUNGLE",3133,105
23,"JUNGLE",2055,104
23,"JUNGLE",6695,96
23,"JUNGLE",1043,79
23,"JUNGLE",3026,76
23,"JUNGLE",3091,66
23,"JUNGLE",6670,62
23,"JUNGLE",3086,61
23,"JUNGLE",3139,59
23,"JUNGLE",3123,59
23,"JUNGLE",3047,58
23,"JUNGLE",3363,54
23,"JUNGLE",2019,52
23,"JUNGLE",3134,51
23,"JUNGLE",3077,47
23,"JUNGLE",3140,45
23,"JUNGLE",3008,38
23,"JUNGLE",1001,34
23,"JUNGLE",3158,33
23,"JUNGLE",3142,32
23,"JUNGLE",3071,32
23,"JUNGLE",3097,30
23,"JUNGLE",3073,30
23,"JUNGLE",3051,27
23,"JUNGLE",2422,26
23,"JUNGLE",3072,26
23,"JUNGLE",2020,25
23,"JUNGLE",1033,24
23,"JUNGLE",6701,23
23,"JUNGLE",6690,22
23,"JUNGLE",1029,21
23,"JUNGLE",3143,19
23,"JUNGLE",3044,17
23,"JUNGLE",3144,17
23,"JUNGLE",2022,13
23,"JUNGLE",3181,13
23,"JUNGLE",1028,13
23,"JUNGLE",6697,12
23,"JUNGLE",3155,11
23,"JUNGLE",2021,11
23,"JUNGLE",1057,10
23,"JUNGLE",3156,10
23,"JUNGLE",2031,9
23,"JUNGLE",3087,8
23,"JUNGLE",3082,8
23,"JUNGLE",6696,7
23,"JUNGLE",3513,7
23,"JUNGLE",3057,7
23,"JUNGLE",1011,6
23,"JUNGLE",3078,6
23,"JUNGLE",6665,6
23,"JUNGLE",1031,5
23,"JUNGLE",3124,5
23,"JUNGLE",3814,5
23,"JUNGLE",2520,5
23,"JUNGLE",4401,4
23,"JUNGLE",3067,4
23,"JUNGLE",3075,3
23,"JUNGLE",6673,3
23,"JUNGLE",3084,3
23,"JUNGLE",2152,3
23,"JUNGLE",3742,2
23,"JUNGLE",2504,2
23,"JUNGLE",2523,2
23,"JUNGLE",3179,2
23,"JUNGLE",2501,2
23,"JUNGLE",3748,2
23,"JUNGLE",3066,2
23,"JUNGLE",2003,2
23,"JUNGLE",2140,1
23,"JUNGLE",6692,1
23,"JUNGLE",3302,1
23,"JUNGLE",1102,1
23,"JUNGLE",3070,1
23,"JUNGLE",2138,1
23,"JUNGLE",1101,1
23,"JUNGLE",3053,1
23,"JUNGLE",6610,1
23,"JUNGLE",2510,1
23,"JUNGLE",3161,1
23,"JUNGLE",2420,1
23,"MIDDLE",3172,6880
23,"MIDDLE",3031,4959
23,"MIDDLE",3074,4617
23,"MIDDLE",3340,4529
23,"MIDDLE",6698,3959
23,"MIDDLE",3364,3579
23,"MIDDLE",6676,2875
23,"MIDDLE",3036,2872
23,"MIDDLE",1055,2286
23,"MIDDLE",3508,2236
23,"MIDDLE",3046,2082
23,"MIDDLE",3363,1877
23,"MIDDLE",1036,1413
23,"MIDDLE",3153,1364
23,"MIDDLE",1018,1355
23,"MIDDLE",3033,1256
23,"MIDDLE",6675,1192
23,"MIDDLE",1037,1188
23,"MIDDLE",3035,914
23,"MIDDLE",1038,912
23,"MIDDLE",3173,850
23,"MIDDLE",6694,771
23,"MIDDLE",2512,769
23,"MIDDLE",3168,674
23,"MIDDLE",3170,648
23,"MIDDLE",1054,644
23,"MIDDLE",2517,555
23,"MIDDLE",1086,537
23,"MIDDLE",3171,527
23,"MIDDLE",6631,435
23,"MIDDLE",3133,419
23,"MIDDLE",3134,405
23,"MIDDLE",6695,405
23,"MIDDLE",1042,392
23,"MIDDLE",3139,382
23,"MIDDLE",1053,375
23,"MIDDLE",3032,369
23,"MIDDLE",3140,357
23,"MIDDLE",6699,350
23,"MIDDLE",6670,324
23,"MIDDLE",3086,322
23,"MIDDLE",3123,281
23,"MIDDLE",2055,281
23,"MIDDLE",1043,272
23,"MIDDLE",3174,223
23,"MIDDLE",3181,222
23,"MIDDLE",2031,209
23,"MIDDLE",6333,174
23,"MIDDLE",3091,149
23,"MIDDLE",6672,144
23,"MIDDLE",2019,134
23,"MIDDLE",3142,117
23,"MIDDLE",3026,116
23,"MIDDLE",6701,105
23,"MIDDLE",1001,101
23,"MIDDLE",2520,93
23,"MIDDLE",2020,86
23,"MIDDLE",1033,78
23,"MIDDLE",3097,75
23,"MIDDLE",2021,74
23,"MIDDLE",3814,63
23,"MIDDLE",3073,53
23,"MIDDLE",3077,53
23,"MIDDLE",3144,52
23,"MIDDLE",3143,45
23,"MIDDLE",6690,42
23,"MIDDLE",3156,41
23,"MIDDLE",2022,39
23,"MIDDLE",3057,36
23,"MIDDLE",6697,36
23,"MIDDLE",3072,35
23,"MIDDLE",1028,31
23,"MIDDLE",1057,30
23,"MIDDLE",1029,27
23,"MIDDLE",3051,26
23,"MIDDLE",3155,25
23,"MIDDLE",3066,22
23,"MIDDLE",1083,20
23,"MIDDLE",3044,19
23,"MIDDLE",2524,18
23,"MIDDLE",6696,18
23,"MIDDLE",3082,17
23,"MIDDLE",3124,16
23,"MIDDLE",3748,14
23,"MIDDLE",2523,12
23,"MIDDLE",3006,11
23,"MIDDLE",3078,11
23,"MIDDLE",3071,10
23,"MIDDLE",2421,9
23,"MIDDLE",3087,9
23,"MIDDLE",3067,8
23,"MIDDLE",3157,7
23,"MIDDLE",6673,7
23,"MIDDLE",3115,7
23,"MIDDLE",3179,7
23,"MIDDLE",1011,6
23,"MIDDLE",3050,6
23,"MIDDLE",1120,6
23,"MIDDLE",3065,6
23,"MIDDLE",6610,5
23,"MIDDLE",2504,5
23,"MIDDLE",2501,5
23,"MIDDLE",3146,5
23,"MIDDLE",3742,4
23,"MIDDLE",3075,4
23,"MIDDLE",1031,4
23,"MIDDLE",3513,4
23,"MIDDLE",3302,3
23,"MIDDLE",4401,3
23,"MIDDLE",6662,3
23,"MIDDLE",3076,3
23,"MIDDLE",6609,3
23,"MIDDLE",2140,3
23,"MIDDLE",3161,3
23,"MIDDLE",3211,2
23,"MIDDLE",3089,2
23,"MIDDLE",3109,2
23,"MIDDLE",3113,2
23,"MIDDLE",2422,2
23,"MIDDLE",2420,2
23,"MIDDLE",1052,2
23,"MIDDLE",6665,2
23,"MIDDLE",3041,2
23,"MIDDLE",3002,2
23,"MIDDLE",2003,2
23,"MIDDLE",1058,2
23,"MIDDLE",3108,1
23,"MIDDLE",3070,1
23,"MIDDLE",2510,1
23,"MIDDLE",3175,1
23,"MIDDLE",3916,1
23,"MIDDLE",3147,1
23,"MIDDLE",2525,1
23,"MIDDLE",3094,1
23,"MIDDLE",6692,1
23,"MIDDLE",3152,1
23,"MIDDLE",2065,1
23,"MIDDLE",3158,1
23,"MIDDLE",1027,1
23,"MIDDLE",3107,1
23,"MIDDLE",1026,1
23,"MIDDLE",3053,1
23,"MIDDLE",4629,1
23,"MIDDLE",3100,1
23,"MIDDLE",3047,1
23,"MIDDLE",3190,1
23,"MIDDLE",3084,1
23,"MIDDLE",3165,1
23,"MIDDLE",3009,1
23,"TOP",3006,44151
23,"TOP",3340,35173
23,"TOP",3074,26560
23,"TOP",3031,25900
23,"TOP",3036,17220
23,"TOP",6698,16108
23,"TOP",1055,15638
23,"TOP",3364,15033
23,"TOP",3046,14941
23,"TOP",3153,14558
23,"TOP",6676,12060
23,"TOP",3508,11309
23,"TOP",3033,10691
23,"TOP",6675,10683
23,"TOP",3363,9972
23,"TOP",1036,8141
23,"TOP",1018,7554
23,"TOP",1037,6417
23,"TOP",1038,5312
23,"TOP",3009,5227
23,"TOP",3035,5038
23,"TOP",6694,4747
23,"TOP",2517,3667
23,"TOP",3111,3520
23,"TOP",6631,3269
23,"TOP",1042,3214
23,"TOP",6672,3077
23,"TOP",2512,3050
23,"TOP",3032,2884
23,"TOP",1054,2866
23,"TOP",3133,2776
23,"TOP",3123,2637
23,"TOP",1086,2539
23,"TOP",1053,2440
23,"TOP",6699,2416
23,"TOP",6695,2211
23,"TOP",3181,2195
23,"TOP",1043,2156
23,"TOP",3086,2100
23,"TOP",3008,1968
23,"TOP",6670,1840
23,"TOP",3134,1825
23,"TOP",3139,1811
23,"TOP",6333,1707
23,"TOP",3158,1624
23,"TOP",3140,1555
23,"TOP",2031,1536
23,"TOP",1001,1423
23,"TOP",3047,1363
23,"TOP",2055,1332
23,"TOP",3091,1234
23,"TOP",2019,1035
23,"TOP",3077,822
23,"TOP",6701,736
23,"TOP",2020,731
23,"TOP",3026,709
23,"TOP",3142,651
23,"TOP",2021,492
23,"TOP",3097,454
23,"TOP",3051,435
23,"TOP",3748,429
23,"TOP",1033,392
23,"TOP",6690,370
23,"TOP",3073,309
23,"TOP",2520,307
23,"TOP",1057,301
23,"TOP",3814,276
23,"TOP",3072,276
23,"TOP",1028,275
23,"TOP",2022,268
23,"TOP",3156,258
23,"TOP",3144,256
23,"TOP",3124,251
23,"TOP",3143,229
23,"TOP",3044,228
23,"TOP",3066,200
23,"TOP",6610,194
23,"TOP",1029,194
23,"TOP",3057,179
23,"TOP",6697,154
23,"TOP",1083,149
23,"TOP",3155,144
23,"TOP",3082,131
23,"TOP",3071,125
23,"TOP",6673,116
23,"TOP",3084,109
23,"TOP",6696,104
23,"TOP",3078,87
23,"TOP",3076,67
23,"TOP",3115,62
23,"TOP",2501,61
23,"TOP",2504,60
23,"TOP",3087,60
23,"TOP",1120,58
23,"TOP",1011,56
23,"TOP",3513,52
23,"TOP",6692,51
23,"TOP",4401,49
23,"TOP",3302,49
23,"TOP",2523,46
23,"TOP",6609,46
23,"TOP",3742,44
23,"TOP",2524,39
23,"TOP",3075,37
23,"TOP",1031,37
23,"TOP",3065,37
23,"TOP",6665,36
23,"TOP",3053,33
23,"TOP",3146,31
23,"TOP",3113,29
23,"TOP",3211,28
23,"TOP",3067,25
23,"TOP",3050,23
23,"TOP",3179,23
23,"TOP",6662,21
23,"TOP",2003,17
23,"TOP",2510,17
23,"TOP",3157,16
23,"TOP",3110,16
23,"TOP",2421,15
23,"TOP",6664,13
23,"TOP",1006,13
23,"TOP",3089,13
23,"TOP",1052,13
